iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
200	0.8944831119	0.3438608693	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
201	0.8944831119	0.3434083463	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
202	0.8944997665	0.3429611603	0.8944997665	0.8944997665	0.8530054017	0.8530054017	0.9402375297	0.9402375297
203	0.8944831119	0.3422719396	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
204	0.8944696365	0.3418174733	0.8944696365	0.8944696365	0.8529766693	0.8529766693	0.9402058591	0.9402058591
205	0.8944696365	0.3413744194	0.8944696365	0.8944696365	0.8529766693	0.8529766693	0.9402058591	0.9402058591
206	0.8944799325	0.3407679346	0.8944799325	0.8944799325	0.8530214649	0.8530214649	0.9401741884	0.9401741884
207	0.8944831119	0.3401595172	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
208	0.8945845764	0.339641079	0.8945845764	0.8945845764	0.8532379064	0.8532379064	0.9401425178	0.9401425178
209	0.8946654611	0.339214954	0.8946654611	0.8946654611	0.8533850798	0.8533850798	0.9401425178	0.9401425178
210	0.8948510792	0.3388175507	0.8948510792	0.8948510792	0.8537490293	0.8537490293	0.9401108472	0.9401108472
211	0.8945948797	0.3383995561	0.8945948797	0.8945948797	0.8532827412	0.8532827412	0.9401108472	0.9401108472
212	0.8948344211	0.3378711587	0.8948344211	0.8948344211	0.8537448228	0.8537448228	0.9400791766	0.9400791766
213	0.8947431878	0.3374110688	0.8947431878	0.8947431878	0.8535526354	0.8535526354	0.9401108472	0.9401108472
214	0.8948447392	0.3370115376	0.8948447392	0.8948447392	0.8537897311	0.8537897311	0.9400475059	0.9400475059
215	0.8991362328	0.3366345243	0.8991362328	0.8991362328	0.8620369025	0.8620369025	0.9395724466	0.9395724466
216	0.8948447392	0.3360807061	0.8948447392	0.8948447392	0.8537897311	0.8537897311	0.9400475059	0.9400475059
217	0.899679813	0.3356678577	0.899679813	0.899679813	0.863652255	0.863652255	0.9388440222	0.9388440222
218	0.8996934657	0.3352296462	0.8996934657	0.8996934657	0.8636774175	0.8636774175	0.9388440222	0.9388440222
219	0.899679813	0.3346938176	0.899679813	0.899679813	0.863652255	0.863652255	0.9388440222	0.9388440222
220	0.8996236265	0.3341658969	0.8996236265	0.8996236265	0.8636827228	0.8636827228	0.938685669	0.938685669
221	0.8996372797	0.3336714771	0.8996372797	0.8996372797	0.8637078914	0.8637078914	0.938685669	0.938685669
222	0.8996539792	0.3332009413	0.8996539792	0.8996539792	0.8637118629	0.8637118629	0.9387173397	0.9387173397
223	0.899640326	0.3327531589	0.899640326	0.899640326	0.863686695	0.863686695	0.9387173397	0.9387173397
224	0.899640326	0.3322833509	0.899640326	0.899640326	0.863686695	0.863686695	0.9387173397	0.9387173397
225	0.899643372	0.3318559139	0.899643372	0.899643372	0.8636655012	0.8636655012	0.9387490103	0.9387490103
226	0.8997146846	0.3313237599	0.8997146846	0.8997146846	0.8637701431	0.8637701431	0.9387806809	0.9387806809
227	0.8997602501	0.330919808	0.8997602501	0.8997602501	0.8636933026	0.8636933026	0.9389707047	0.9389707047
228	0.901478282	0.330294886	0.901478282	0.901478282	0.8671621266	0.8671621266	0.9386223278	0.9386223278
229	0.9020198791	0.3296210676	0.9020198791	0.9020198791	0.8683547272	0.8683547272	0.9384006334	0.9384006334
230	0.9039727513	0.3289284589	0.9039727513	0.9039727513	0.8730233656	0.8730233656	0.9371971496	0.9371971496
231	0.9040141749	0.3285349671	0.9040141749	0.9040141749	0.8731006403	0.8731006403	0.9371971496	0.9371971496
232	0.9039974338	0.3282103692	0.9039974338	0.9039974338	0.873096896	0.873096896	0.937165479	0.937165479
233	0.9039974338	0.3278192746	0.9039974338	0.9039974338	0.873096896	0.873096896	0.937165479	0.937165479
234	0.9039974338	0.327523747	0.9039974338	0.9039974338	0.873096896	0.873096896	0.937165479	0.937165479
235	0.9041476908	0.326870829	0.9041476908	0.9041476908	0.8736525001	0.8736525001	0.9368487728	0.9368487728
236	0.9041615087	0.3264065377	0.9041615087	0.9041615087	0.8736783035	0.8736783035	0.9368487728	0.9368487728
237	0.9041615087	0.3259717833	0.9041615087	0.9041615087	0.8736783035	0.8736783035	0.9368487728	0.9368487728
